Date,ABB.ST_AdjClose,ALFA.ST_AdjClose,ALIV-SDB.ST_AdjClose,ATCO-A.ST_AdjClose,ATCO-B.ST_AdjClose,AZN.ST_AdjClose,BOL.ST_AdjClose,ELUX-B.ST_AdjClose,ERIC-B.ST_AdjClose,GETI-B.ST_AdjClose,HEXA-B.ST_AdjClose,HM-B.ST_AdjClose,INVE-B.ST_AdjClose,KINV-B.ST_AdjClose,SAND.ST_AdjClose,SCA-B.ST_AdjClose,SEB-A.ST_AdjClose,SECU-B.ST_AdjClose,SHB-A.ST_AdjClose,SKA-B.ST_AdjClose,SKF-B.ST_AdjClose,SSAB-A.ST_AdjClose,SWED-A.ST_AdjClose,SWMA.ST_AdjClose,TEL2-B.ST_AdjClose,TELIA.ST_AdjClose,VOLV-B.ST_AdjClose,XOMX30_AdjClose
2001-05-08,140.879288,,166.822174,12.750539999999999,5.195428,401.141846,,46.627308,166.265839,18.196852,0.200777,35.057911,74.000046,36.146904,13.219854999999999,0.046086,19.600735,113.80005600000001,8.289195,42.899109,15.694729,5.256405,37.179276,27.679291,47.170544,29.847013,5.566147,918.7299800000001
2001-05-09,140.879288,,164.29449499999998,12.750539999999999,5.158583999999999,403.66461200000003,,47.064476,162.369461,18.687153,0.20963400000000001,34.956593,74.853912,35.637131,13.279276000000001,0.04515,19.996719,116.122505,8.342325,42.899109,15.291151000000001,5.147469,37.326962,27.866732,47.407565999999996,29.617413,5.600506,909.849976
2001-05-10,143.509094,,165.13716100000002,12.985057000000001,5.256843,406.18762200000003,,47.210194,162.369461,18.959570000000003,0.212587,36.071144,74.569283,35.683506,13.368392000000002,0.045566,20.491667,114.67094399999999,8.501731,43.006901,15.335988,5.174697,38.212009,28.866434,48.474274,28.469454,5.600506,919.98999
2001-05-11,139.752197,,163.873306,13.014367,5.232288,401.56219500000003,,46.91877,166.265839,18.741625,0.214063,36.2738,75.13851899999999,35.637131,13.101027,0.045357999999999996,20.491667,113.509727,8.448601,43.276367,15.425676999999999,5.065761,38.212009,28.741467999999998,48.592781,27.409909999999996,5.617686,915.2999880000001
2001-05-14,134.493515,,162.609528,12.691921,5.084902,399.459839,,46.190186,164.967285,18.41474,0.217016,35.969822,75.13851899999999,36.146904,12.803949000000001,0.044838,20.392670000000003,110.026054,8.262621000000001,43.168587,15.335988,5.120241,38.064674,29.053884999999998,48.592781,26.718908000000003,5.669224,904.900024
2001-05-15,134.869202,,162.18817099999998,12.486759,5.060327,397.35742200000004,,46.335892,162.369461,18.305794,0.21849200000000002,35.969822,74.853912,35.915176,13.130734,0.045045999999999996,20.392670000000003,108.574532,8.156359,42.791325,15.335988,5.229178,38.064674,28.741467999999998,47.822395,26.949240000000003,5.634866000000001,902.2800289999999
2001-05-16,136.74765,,162.609528,12.428142,5.097168,409.131012,,47.355885,161.070206,17.760967,0.22070700000000001,36.071144,74.853912,35.220046999999994,13.011904,0.045254,20.293674,112.058205,8.182917999999999,42.791325,15.425676999999999,5.174697,37.474297,29.116364,47.526081,27.409909999999996,5.634866000000001,910.5399779999999
2001-05-17,139.000824,,169.349854,13.190221,5.293685,419.222687,,47.793007,167.565094,17.978908999999998,0.219968,36.071144,76.276978,35.868858,13.398104,0.046606,20.392670000000003,112.929138,8.236064,43.060790999999995,16.098305,5.5015339999999995,37.621975,28.928919,49.007622,28.561588,5.823841000000001,933.01001
2001-05-18,140.503601,,173.562469,13.1316,5.293685,424.68887300000006,,48.230129,176.657852,17.815437,0.21849200000000002,36.071144,78.838539,39.360245,13.546641000000001,0.048271,20.293674,115.832176,8.289195,43.761414,16.008620999999998,5.447051999999999,37.474297,29.553735999999997,48.652015999999996,28.561588,5.841019999999999,944.9600220000001
2001-05-21,142.006348,,178.196396,13.307455,5.355102,424.68887300000006,,48.084423,190.946259,17.760967,0.219968,36.780407000000004,77.98468000000001,39.107925,13.606056,0.049311,20.689660999999997,115.54186200000001,8.39547,44.731491,16.277673999999998,5.637698,38.064674,30.490955,50.133545,29.022259000000002,5.9269169999999995,970.590027
2001-05-22,145.763184,,175.668823,13.541973,5.514778,427.211792,,47.647289,194.84260600000002,17.325135999999997,0.225874,36.476444,78.269287,39.864849,13.724885,0.048895,20.788656,116.122505,8.209491,44.839279,16.322515,5.7194080000000005,38.064674,29.991097999999997,50.607807,28.561588,5.841019999999999,974.7000119999999
2001-05-23,146.138901,,174.826324,13.512664000000001,5.441073,432.257629,,46.91877,188.34840400000002,17.65202,0.22735,36.679092,78.269287,39.915348,13.695179000000001,0.048167,20.194714,116.993401,8.156359,45.108734000000005,16.232828,5.637698,37.179276,30.303514,49.659286,27.640249,5.841019999999999,959.429993
2001-05-24,,,,,7.269289,,,46.91877,,17.65202,0.22735,36.679092,78.269287,,13.695179000000001,0.048167,20.194714,116.993401,,180.43493700000002,,,,30.303514,49.659286,27.640249,5.841019999999999,959.429993
2001-05-25,146.51461799999998,,175.247559,13.336762,5.355102,424.68887300000006,,46.627308,188.34840400000002,17.760967,0.232517,36.881737,76.846222,40.11718,13.665472,0.047439,20.194714,116.122505,8.023511,44.94706,16.457043,5.583242,37.179276,30.365992,49.777854999999995,27.870579,5.978454,956.0599980000001
